survey_id,employee_id,survey_date,q_work_life_balance,q_manager_support,q_growth_opportunity,q_recognition,comment_text
13965,1305,2023-09-17,4,4,5,3,Range ask such and kind both ago wait stock candidate positive carry.
13966,1305,2022-01-02,5,1,1,5,Similar soon will wait eat new behind debate court stuff difficult.
13967,1305,2023-09-21,3,3,4,1,Discover friend ten player prepare yes store institution very enjoy fill before believe his into produce.
13968,1305,2021-06-04,5,1,1,3,Amount five pass author make establish nature anything how travel.
13969,1305,2023-09-03,2,5,3,1,State back southern response similar address officer food health amount tell agree compare indeed born.
13970,1305,2021-07-09,3,3,5,5,Middle note brother season remain involve meeting simply wind clear trouble product college family relate play.
13971,1306,2022-06-25,2,3,5,3,Blue pay market plant necessary economy board.
13972,1306,2022-04-27,2,1,5,3,Call experience total lay per catch national movie.
13973,1307,2022-03-06,1,1,2,2,Cause hour their share rate assume address say Mr.
13974,1307,2022-09-28,3,3,1,3,Main nothing discuss pattern cold want energy forward anyone.
13975,1307,2021-02-10,2,1,1,1,Bank each particularly upon option once world large during high cup physical how rock enough.
13976,1308,2022-06-22,3,3,5,1,Though such kind wife enjoy sister institution maybe wide scene serious.
13977,1308,2023-10-18,2,3,5,1,Station do discuss behavior purpose analysis reflect stay than population probably and deep.
13978,1308,2022-10-16,3,1,1,3,Bring form bring another where treat book page market trial budget Mrs.
13979,1309,2023-07-06,1,5,1,2,Glass point number air follow nation federal parent clearly despite few site alone similar as.
13980,1310,2021-11-25,1,4,1,5,Paper minute admit early civil popular lawyer bad person executive.
13981,1310,2023-08-03,5,3,2,3,Piece experience tax value doctor significant foot war.
13982,1310,2022-03-12,3,3,2,5,Return rule stuff different word television decide wife court watch road religious learn.
13983,1310,2022-06-08,2,4,3,5,Worry technology speech daughter officer lose perform another unit other room identify himself.
13984,1310,2021-08-11,4,1,1,3,Conference here art certain about teacher cultural program own discover suddenly rather.
13985,1310,2022-05-30,1,1,2,5,Realize low past put score college day.
13986,1310,2023-08-07,1,5,3,3,Paper various bit notice person car agency find project.
13987,1311,2022-09-26,3,3,4,2,Simple see customer listen town drive reach pick majority.
13988,1311,2021-07-18,2,5,4,2,Realize management every eight go write parent arm professor easy.
13989,1311,2023-03-20,3,3,5,1,Always first notice method seek but full range staff through his but.
13990,1311,2021-12-23,2,1,2,2,Record television space condition doctor political must form turn catch.
13991,1311,2021-12-17,5,3,1,1,Degree also police or kid article board factor.
13992,1312,2023-04-20,5,5,3,4,Could than prepare within cold audience fact win TV me design.
13993,1312,2021-10-21,1,5,3,2,Statement brother artist them child alone yard unit.
13994,1312,2021-10-11,4,2,5,5,Dinner power again force role adult teach government structure.
13995,1312,2021-10-25,5,3,2,3,Single probably politics both customer wall away federal somebody key bank.
13996,1313,2022-05-30,1,1,5,3,Each station total state perhaps simply win.
13997,1313,2023-04-10,1,4,3,3,Others own Mrs tell use information describe place capital series film child audience gas section.
13998,1314,2021-03-04,5,5,4,5,Treatment that door lead put finish even know his enter task day action red room time.
13999,1315,2023-06-19,4,5,5,3,Approach free democratic continue care rise most three somebody job as enter explain old.
14000,1315,2023-03-03,5,2,2,3,Join campaign past ever sense someone star catch up hot peace important choice way over.
14001,1315,2022-09-08,2,5,4,2,Start probably growth however property heart field like police strategy play health represent four.
14002,1316,2022-02-27,2,2,2,5,Increase administration attention into old raise away food value leave live.
14003,1317,2023-02-22,3,5,5,2,Speech include name address movement watch leg best.
14004,1318,2022-10-05,4,4,5,4,Success such white probably specific bad political.
14005,1318,2021-05-31,2,4,4,4,Others then chance shoulder over realize require foreign general direction ability picture hundred capital student weight.
14006,1318,2021-08-22,2,4,1,4,Position it off write ten itself sound start goal yet week history.
14007,1319,2023-12-24,4,2,3,3,Quality enter head here take television now tonight candidate.
14008,1319,2021-01-25,4,3,4,2,Style people early control bring question nothing cell respond certainly any learn.
14009,1319,2023-04-14,3,2,2,1,Film make phone share whose form enter peace newspaper.
14010,1320,2021-11-10,3,4,1,5,Attorney house appear animal enjoy bit hard staff.
14011,1320,2021-02-06,4,3,2,2,Act news culture give chair economic action remain.
14012,1321,2023-10-01,2,1,4,3,Pass experience scene challenge country pick base.
14013,1321,2022-03-09,4,2,2,2,Hope sort great read foreign newspaper compare nice adult ago.
14014,1322,2021-06-02,2,5,1,4,Sound treat no trouble focus management necessary once vote.
14015,1322,2021-09-06,1,1,4,3,Top side person artist apply strong exactly quickly born watch account blood continue single really commercial.
14016,1323,2021-03-02,1,5,3,5,Only plant factor smile key also game reality weight laugh.
14017,1323,2023-05-25,2,3,5,4,Treat authority decide four include believe nor interview myself century usually dark debate knowledge or myself.
14018,1323,2021-11-28,1,3,3,4,Beyond agreement night stop clearly hot relationship increase huge outside piece meet whose history.
14019,1324,2021-03-28,5,4,5,5,Answer action plant walk ready save yet month computer political human.
14020,1325,2022-04-28,5,3,2,5,Seem state send fear task reflect pull those century meeting role receive rule.
14021,1326,2022-07-01,2,4,1,1,Race behind school occur learn you truth computer note bring without.
14022,1326,2021-06-09,1,3,3,3,Meet three military down family like clearly unit.
14023,1326,2022-06-11,1,3,2,5,Car how clear all list imagine person generation later customer.
14024,1326,2023-11-29,4,1,3,1,Indicate difference from reason wait rise responsibility.
14025,1327,2021-12-15,5,4,1,4,Meeting bed door seek which beyond tell writer economy.
14026,1327,2021-11-05,5,5,1,4,Toward record cost behind create area discussion answer yard pick government.
14027,1327,2023-03-24,1,2,4,3,Pay position property site modern defense practice receive main myself including four American thing.
14028,1327,2022-01-06,2,3,5,1,Summer prepare him whole body matter radio reason.
14029,1328,2022-04-29,5,3,5,3,Along water issue star buy arrive floor heavy suffer.
14030,1328,2021-03-23,5,5,1,3,Test give standard mother become the fire Democrat serve herself evidence moment head two responsibility street.
14031,1328,2022-02-07,4,2,5,1,Door enjoy entire positive mouth size trade political account certain not chance myself goal.
14032,1328,2022-03-01,1,5,2,3,Boy mean interesting Congress kid work company.
14033,1328,2021-07-02,1,1,1,2,Price across instead entire language physical night hotel whose cold down above check.
14034,1328,2023-04-12,3,5,2,4,Prove most million wrong personal red cost company.
14035,1328,2023-01-04,3,1,3,5,Finish senior garden score month ball close eight ahead section certainly expert.
14036,1329,2022-02-17,3,5,2,5,Institution imagine person laugh school economy under box particular affect bill news respond argue record the.
14037,1329,2021-12-10,4,4,5,1,Create among agent upon decision take bag throw impact.
14038,1329,2022-01-05,1,4,4,4,Use guy kid page first meet year anything present last population.
14039,1329,2023-10-13,2,5,5,2,Close safe discover fast cold professor serve contain impact authority boy partner whether recognize smile.
14040,1329,2021-04-23,1,4,4,1,Far music deep on trip magazine catch defense rate.
14041,1330,2023-12-26,5,2,3,1,Picture bed event about poor party cost bring shake teach but remain education total statement.
14042,1330,2022-06-28,2,2,5,3,Enjoy democratic its need individual kitchen military.
14043,1330,2023-04-17,5,5,5,2,Crime marriage at ago local piece or third.
14044,1330,2022-05-26,2,5,2,3,Medical good Mrs time standard baby bag Republican both race senior ball lot financial part beautiful.
14045,1330,2021-10-29,5,4,4,1,Issue minute beyond teacher through analysis speech money within different care soon.
14046,1331,2022-12-05,2,5,3,4,Condition tough ten serve sport friend speak.
14047,1331,2021-05-18,2,2,2,1,Agree economic time plan avoid and suggest do consumer rate market drug rate home effect.
14048,1332,2023-03-01,3,2,3,5,Example want voice lot off read purpose charge get star think kind enough two.
14049,1332,2021-09-07,2,2,3,5,War record size rate better establish near century end affect.
14050,1332,2022-04-04,3,3,1,4,Side style dark read glass wish eight provide machine away body.
14051,1332,2022-09-17,3,3,3,2,Writer international modern mind put week decade clearly subject drop.
14052,1332,2022-01-02,4,5,5,5,Night drug fast send bit industry share those simple until near hundred country room.
14053,1332,2021-02-24,4,3,1,4,Quickly me activity people half room recognize all wonder act according himself.
14054,1332,2023-03-24,5,3,1,5,Keep member rather management wide we wait many.
14055,1333,2022-08-06,1,2,1,5,Energy serious cost sister defense technology live over production.
14056,1334,2021-09-25,3,5,3,2,Realize since everybody bring available watch shake teacher huge large.
14057,1335,2022-08-04,1,5,4,5,Interview American draw money simply fall investment trouble move campaign approach attack option capital positive.
14058,1336,2023-04-06,1,1,3,5,Look blue among quite establish situation personal foreign poor scene dream after voice husband start.
14059,1336,2021-12-13,3,1,3,5,One reach eat various condition painting with three husband success.
14060,1337,2022-04-02,2,2,4,2,High suffer sometimes reason not phone go music buy.
14061,1337,2023-02-04,4,1,5,3,Exist significant edge physical media meet discussion everyone include discussion.
14062,1338,2021-11-15,1,1,2,2,When reason mouth mouth budget baby action effect seem east level remember process goal performance.
14063,1338,2022-02-17,5,1,1,3,Research international whole low election skill woman their manage.
14064,1339,2022-10-25,2,4,5,3,Government beat agreement half quality life newspaper gun subject fight its production enough.
14065,1339,2022-09-04,1,1,1,5,Step just of bag hundred customer simple surface source read.
14066,1340,2022-07-08,3,4,2,3,Hotel toward decide new school dark itself war thought their among woman.
